ID,Comunidad Autónoma,Año,Todas las causas,Enfermedades infecciosas y parasitarias,Tumores,Enfermedades de la sangre,Enfermedades endocrinas,Trastornos mentales y del comportamiento,Enfermedades del sistema nervioso,Enfermedades del sistema circulatorio,Enfermedades del sistema respiratorio,Enfermedades del sistema digestivo,Enfermedades de la piel,Enfermedades del sistema osteomuscular,Enfermedades del sistema genitourinario,"Embarazo, parto y puerperio",Afecciones periodo perinatal,Anomalías congénitas y cromosómicas,Síntomas no clasificados,Causas externas,Población,Renta,Inversión,Tasa pobreza,Médicos especialistas
10,Valencia,2018-01-01,0.9161277283751011,0.015501212611156022,0.2356911883589329,0.0045270816491511726,0.03563055780113177,0.04096604688763136,0.06459175424413904,0.26305578011317704,0.11174211802748586,0.04322958771220695,0.0037590945836701696,0.010044462409054163,0.0316895715440582,0.0,0.0011721907841552143,0.0014955537590945836,0.023241713823767177,0.02978981406628941,4948000.0,22426.0,1292.0327449192143,26.0,9302.24
11,Extremadura,2018-01-01,1.0731958762886598,0.01527647610121837,0.2895032802249297,0.004217432052483599,0.0302717900656045,0.052389878163074034,0.06176194939081536,0.30927835051546393,0.14179943767572634,0.052577319587628873,0.004592314901593252,0.012933458294283037,0.036269915651358946,0.0,0.0017806935332708527,0.0022492970946579195,0.030459231490159326,0.027835051546391754,1067000.0,18769.0,1524.1640725935654,37.6,1963.28
12,Galicia,2018-01-01,1.2011485735457577,0.013041867358280845,0.31293071507965914,0.005928121526491293,0.02489811041126343,0.09329381252315672,0.0628380881808077,0.35761393108558726,0.1571693219711004,0.057910337161911817,0.005557613931085587,0.007521304186735828,0.035198221563542055,7.410151908114116e-05,0.0010003705075954056,0.0020748425342719526,0.020785476102260097,0.04331233790292701,2699000.0,23183.0,1428.494734104557,18.8,5182.08
13,Madrid,2018-01-01,0.7075463103552991,0.010066808381415123,0.19726692985119954,0.0032645004555116913,0.016884300030367446,0.033540844215001524,0.04073792894017613,0.17711812936532037,0.10501062860613422,0.03587913756453082,0.003279684178560583,0.006665654418463407,0.02330701488004859,0.0,0.0013058001822046767,0.0015183723048891589,0.028241724870938352,0.023458852110537505,6586000.0,35041.0,1201.699189818367,16.1,14686.78
14,Murcia,2018-01-01,0.7658553076402975,0.011899932386747802,0.18945233265720082,0.003786342123056119,0.02684246112237999,0.030764029749830966,0.05780933062880325,0.21730899256254227,0.10561189993238676,0.04050033806626099,0.0050033806626098715,0.007775524002704529,0.033603786342123056,0.0,0.001352265043948614,0.002028397565922921,0.005679513184584178,0.026436781609195405,1479000.0,21269.0,1261.6811328579008,28.6,2721.36
15,Navarra,2018-01-01,0.9007739938080496,0.009752321981424148,0.24086687306501547,0.004798761609907121,0.02724458204334365,0.060061919504643964,0.08405572755417957,0.2390092879256966,0.10479876160990713,0.042105263157894736,0.004798761609907121,0.01130030959752322,0.026625386996904025,0.0,0.0012383900928792568,0.0023219814241486067,0.0024767801857585136,0.03931888544891641,646000.0,31389.0,1646.286422951359,8.9,1634.3799999999997
16,Euskadi,2018-01-01,1.0019797421731123,0.014318600368324125,0.29277163904235726,0.005202578268876611,0.03029465930018416,0.07021178637200737,0.06629834254143646,0.26671270718232043,0.10718232044198894,0.0464548802946593,0.002578268876611418,0.01220073664825046,0.026979742173112338,4.604051565377533e-05,0.0011970534069981585,0.0023480662983425414,0.02334254143646409,0.03383977900552486,2172000.0,33223.0,1733.6575964084411,8.6,4995.6
17,La Rioja,2018-01-01,1.0272435897435899,0.015384615384615385,0.27211538461538465,0.004487179487179488,0.035256410256410256,0.058012820512820515,0.07307692307692308,0.3157051282051282,0.1169871794871795,0.04871794871794872,0.004807692307692308,0.011217948717948718,0.02692307692307692,0.0,0.001282051282051282,0.0019230769230769232,0.008333333333333333,0.033012820512820513,312000.0,27225.0,1238.684816097979,16.6,570.96
0,NACIONAL,2017-01-01,0.9123248517149488,0.014654431359064728,0.24341528410556176,0.00424009283933637,0.028573884638528328,0.04668185334823347,0.0566169517751225,0.2631844751998625,0.11092366543453966,0.043941803490071346,0.003634058282472277,0.010895727671279979,0.02834178629760165,2.7937763259692252e-05,0.0013517579300266482,0.0017493337917991918,0.020057164961746754,0.034034642826442016,46532000.0,24969.0,1266.5534667939053,21.6,89806.76
1,Andalucía,2017-01-01,0.8478219471554391,0.014817900499880982,0.21580576053320638,0.003844322780290407,0.02642228040942633,0.027671982861223517,0.04751249702451797,0.2726374672696977,0.09344203761009283,0.04590573672935016,0.003142109021661509,0.010378481313972863,0.02657700547488693,0.0,0.0015710545108307545,0.0019400142823137348,0.02696976910259462,0.029183527731492503,8402000.0,18501.0,1109.0867586137188,31.0,13359.18
2,Aragón,2017-01-01,1.0804562737642587,0.014220532319391636,0.2919391634980989,0.003041825095057034,0.03718631178707225,0.05695817490494297,0.068212927756654,0.32783269961977185,0.12479087452471484,0.05566539923954372,0.001596958174904943,0.024106463878326996,0.03163498098859315,7.604562737642586e-05,0.0012167300380228137,0.001520912547528517,0.004182509505703422,0.03627376425855513,1315000.0,27115.0,1442.5146652077444,13.3,2906.15
3,Asturias,2017-01-01,1.276893203883495,0.015728155339805826,0.3520388349514563,0.005533980582524272,0.033689320388349514,0.07194174757281553,0.06873786407766991,0.38543689320388347,0.1533009708737864,0.05932038834951456,0.005339805825242718,0.017669902912621358,0.03475728155339806,0.0,0.0013592233009708738,0.001941747572815534,0.016796116504854366,0.05330097087378641,1030000.0,21981.0,1586.8988675180826,12.6,2420.5
4,Baleares,2017-01-01,0.7213298791018998,0.01606217616580311,0.19913644214162352,0.002849740932642487,0.030656303972366145,0.03246977547495682,0.04758203799654577,0.20647668393782384,0.07262521588946459,0.031606217616580314,0.0038860103626943,0.008290155440414507,0.02530224525043178,0.0,0.002158894645941278,0.00025906735751295336,0.009412780656303972,0.03255613126079447,1158000.0,27134.0,1296.8449712624954,21.3,2304.42
5,Canarias,2017-01-01,0.7052242256125751,0.01345353675450763,0.20374479889042996,0.0031437817845584837,0.02662968099861304,0.026814609338881187,0.03559870550161812,0.19634766527970413,0.09292649098474341,0.032362459546925564,0.00425335182616736,0.005177993527508091,0.021451687471104947,4.623208506703652e-05,0.0014794267221451686,0.001664355062413315,0.011650485436893204,0.0284789644012945,2163000.0,20457.0,1261.7278479426654,30.5,4131.33
6,Cantabria,2017-01-01,1.0272413793103448,0.011551724137931036,0.29017241379310343,0.0029310344827586207,0.016379310344827588,0.1006896551724138,0.06517241379310344,0.28206896551724137,0.1296551724137931,0.037586206896551726,0.0022413793103448275,0.013965517241379309,0.02586206896551724,0.00017241379310344826,0.0008620689655172414,0.001896551724137931,0.015517241379310346,0.030517241379310344,580000.0,22767.0,1418.6417031829344,17.6,1061.4
7,Castilla y León,2017-01-01,1.1959966983078827,0.019768881551795296,0.31960379694593477,0.005777961205117623,0.042715641766405285,0.05092860090796533,0.06851011143210894,0.3496904663640115,0.15596368138671068,0.05790342550557161,0.006974824597606273,0.015394139496491951,0.03858852661989269,0.0,0.0013206768468840282,0.0016095749071399093,0.018283120099050764,0.04296326867519604,2423000.0,23169.0,1431.0896079301538,15.4,4918.689999999999
8,Castilla La Mancha,2017-01-01,0.9939990162321691,0.00895228726020659,0.24333497294638465,0.005459911460895229,0.036251844564682736,0.05277914412198722,0.0588293162813576,0.2703393999016232,0.14845056566650272,0.05459911460895229,0.005164781111657649,0.011657648794884406,0.03502213477619282,0.0,0.0013772749631087062,0.001967535661583866,0.021839645843580915,0.03797343826856862,2033000.0,19632.0,1337.112436971414,28.1,3822.04
9,Cataluña,2017-01-01,0.8881208053691275,0.013892617449664428,0.23558389261744966,0.0044563758389261745,0.031691275167785235,0.06394630872483222,0.06736912751677852,0.23442953020134227,0.0997986577181208,0.041234899328859057,0.0022416107382550333,0.013127516778523491,0.02726174496644295,5.3691275167785237e-05,0.001261744966442953,0.0013825503355704698,0.012308724832214764,0.03808053691275168,7450000.0,29722.0,1192.84337151028,15.0,14974.499999999998
10,Valencia,2017-01-01,0.9089876242645567,0.016433353621424222,0.2389531345100426,0.004361939541489146,0.03120308378981538,0.03958206532765267,0.06400892675999188,0.2740312436599716,0.09894501927368633,0.04144856968959221,0.0037532968147697306,0.009941164536417123,0.03045242442686143,2.028809089064719e-05,0.0012984378170014202,0.0017041996348143638,0.022884966524650028,0.0299655102454859,4929000.0,21859.0,1232.8598074521126,25.6,8970.78
11,Extremadura,2017-01-01,1.0796831314072692,0.014725069897483692,0.2835973904939422,0.0032618825722273994,0.02777260018639329,0.04212488350419385,0.05591798695246971,0.3199440820130475,0.15563839701770735,0.055638397017707356,0.004193849021435228,0.01015843429636533,0.04203168685927307,0.0,0.0015843429636533083,0.0008387698042870458,0.03196644920782852,0.030288909599254423,1073000.0,18170.0,1453.4306491100742,38.8,1942.13
12,Galicia,2017-01-01,1.1824639289678136,0.01601923788383278,0.3215686274509804,0.006918238993710691,0.028042915279319278,0.08479467258601554,0.05715871254162042,0.3580096189419164,0.1471698113207547,0.054495005549389575,0.005216426193118758,0.007547169811320755,0.03337032926378099,0.0,0.0007029226785053644,0.0021827598964113946,0.016426193118756937,0.042841287458379576,2703000.0,22411.0,1333.5084060574234,18.7,5081.64
13,Madrid,2017-01-01,0.7236931119311193,0.012853628536285362,0.20382841328413281,0.003121156211562116,0.017266297662976632,0.03234932349323493,0.04266605166051661,0.182380073800738,0.1077490774907749,0.03391758917589176,0.0035209102091020906,0.006257687576875769,0.023247232472324724,4.6125461254612545e-05,0.001260762607626076,0.0013068880688806887,0.027506150061500617,0.024415744157441577,6504000.0,34041.0,1178.9497139363302,16.9,13918.56
14,Murcia,2017-01-01,0.7822131704005432,0.011676849966055667,0.20081466395112016,0.003054989816700611,0.028988458927359132,0.03170400543109301,0.05403937542430414,0.22939579090291923,0.10366598778004073,0.040529531568228104,0.00482009504412763,0.009843856076035303,0.028241683638832314,0.0,0.0016972165648336728,0.0024439918533604886,0.0050916496945010185,0.026205023761031905,1473000.0,20766.0,1206.2273029381988,30.1,2636.67
15,Navarra,2017-01-01,0.9117004680187206,0.0109204368174727,0.24758190327613103,0.00546021840873635,0.032137285491419657,0.05803432137285491,0.08798751950078003,0.2469578783151326,0.10062402496099844,0.03946957878315133,0.00374414976599064,0.012948517940717627,0.02106084243369735,0.0,0.0006240249609984399,0.0024960998439937598,0.0028081123244929796,0.038845553822152885,641000.0,30508.0,1636.1893299934252,8.3,1666.6
16,Euskadi,2017-01-01,0.9983387171204431,0.01762805722196585,0.2933087217351177,0.004660821412090448,0.0254730041532072,0.06552838024919244,0.06575911398246423,0.2657129672358099,0.10821412090447624,0.042455006922012,0.0022611905860636826,0.01439778495616059,0.02556529764651592,0.0,0.0009690816797415782,0.0026765113059529304,0.025657591139824642,0.03807106598984771,2167000.0,32167.0,1670.651862723973,9.7,4789.07
17,La Rioja,2017-01-01,0.9782051282051282,0.01826923076923077,0.2621794871794872,0.004487179487179488,0.02852564102564102,0.0608974358974359,0.06634615384615385,0.3016025641025641,0.10544871794871795,0.04198717948717949,0.0038461538461538464,0.015064102564102564,0.022435897435897436,0.0,0.0009615384615384616,0.002243589743589744,0.008653846153846153,0.035256410256410256,312000.0,26528.0,1200.0922851531259,9.7,564.72
0,NACIONAL,2016-01-01,0.8840039613339361,0.015141337811363002,0.24314624642080562,0.004060367284548645,0.02734181575491399,0.045167818467566574,0.05433055609378027,0.2578699218497707,0.10078150229283729,0.0432646558591143,0.003278864991711339,0.009162737626213696,0.026207238046028977,3.229348317509527e-05,0.0013713965855023788,0.0018213524510753728,0.017294236689702685,0.03373161962582617,46449000.0,23979.0,1219.7505037978365,22.3,88253.1
1,Andalucía,2016-01-01,0.8238843270260621,0.015327859097941213,0.20987742472926338,0.0038200642627632987,0.025669403784362728,0.030251100797334285,0.04804236582173034,0.264631679162204,0.08681423301201951,0.04536475068427943,0.002820421278114959,0.009389503748661193,0.024336546471498275,2.3801023444008092e-05,0.0016541711293585626,0.001785076758300607,0.024824467452100436,0.029251457812685944,8403000.0,17659.0,1050.3346259668574,35.4,13360.77
2,Aragón,2016-01-01,1.0243920972644376,0.011930091185410335,0.29202127659574467,0.002887537993920973,0.022264437689969607,0.06071428571428571,0.06063829787234042,0.321048632218845,0.10463525835866261,0.05448328267477204,0.001899696048632219,0.020516717325227963,0.03145896656534954,0.0,0.0013677811550151975,0.002203647416413374,0.0033434650455927053,0.03297872340425532,1316000.0,25985.0,1366.851265498786,15.7,2868.88
3,Asturias,2016-01-01,1.273288331726133,0.0171648987463838,0.3545805207328833,0.005785920925747348,0.03702989392478303,0.071648987463838,0.06335583413693346,0.4131147540983607,0.14001928640308584,0.05313404050144648,0.004050144648023144,0.015332690453230473,0.03288331726133076,9.643201542912246e-05,0.0005785920925747348,0.0023143683702989393,0.012246865959498554,0.049951783992285434,1037000.0,20920.0,1463.4531786632083,13.4,2364.36
4,Baleares,2016-01-01,0.694575678040245,0.01977252843394576,0.1941382327209099,0.0031496062992125984,0.026596675415573052,0.0347331583552056,0.0410323709536308,0.20061242344706914,0.06929133858267716,0.030446194225721784,0.0026246719160104987,0.007086614173228347,0.023359580052493438,0.0,0.002012248468941382,0.0013998250218722659,0.00857392825896763,0.02974628171478565,1143000.0,26093.0,1226.048289472641,15.5,2240.28
5,Canarias,2016-01-01,0.7019140989729225,0.015966386554621848,0.20392156862745098,0.002380952380952381,0.0292250233426704,0.026143790849673207,0.03314659197012138,0.1980392156862745,0.08986928104575163,0.03258636788048553,0.003548085901027078,0.005695611577964519,0.02072829131652661,4.668534080298786e-05,0.0014005602240896359,0.0017273576097105508,0.009943977591036416,0.02754435107376284,2142000.0,19612.0,1237.842288038314,35.0,4026.96
6,Cantabria,2016-01-01,1.0216867469879518,0.009810671256454389,0.3132530120481927,0.0018932874354561102,0.010154905335628227,0.10705679862306368,0.06265060240963856,0.2729776247848537,0.12220309810671255,0.04509466437177281,0.001549053356282272,0.01153184165232358,0.020137693631669538,0.0,0.0005163511187607573,0.002237521514629948,0.006368330464716007,0.0342512908777969,581000.0,21905.0,1383.2662144809303,15.3,1034.18
7,Castilla y León,2016-01-01,1.1635024549918167,0.021194762684124385,0.32148117839607204,0.00544189852700491,0.04382160392798691,0.04754500818330606,0.0647708674304419,0.33989361702127663,0.14390343698854338,0.05986088379705401,0.005932896890343699,0.015016366612111292,0.034697217675941076,0.0,0.000900163666121113,0.0018821603927986906,0.01648936170212766,0.04067103109656301,2444000.0,22408.0,1347.9523144454938,17.7,4790.24
8,Castilla La Mancha,2016-01-01,0.9370533529123837,0.010719530102790016,0.2429270680372002,0.005531081742535487,0.03269701419481155,0.047870778267254034,0.053744493392070485,0.25643661282427804,0.12971120900636318,0.050416054821341164,0.005824767498776309,0.011062163485070975,0.03225648556045032,4.894762604013706e-05,0.0009789525208027412,0.001566324033284386,0.018355359765051395,0.03690651003426334,2043000.0,18752.0,1286.3990726731417,31.7,3759.12
9,Cataluña,2016-01-01,0.8534115426105717,0.014064185544768067,0.23793149946062567,0.003950916936353829,0.02858683926645092,0.05860302049622437,0.06556094929881337,0.22796655879180153,0.08914509169363538,0.0409789644012945,0.002292340884573894,0.006593851132686084,0.024676375404530743,2.6968716289104636e-05,0.001267529665587918,0.0014563106796116505,0.010396440129449838,0.039913700107874865,7416000.0,28680.0,1141.05604900996,13.2,14387.04
10,Valencia,2016-01-01,0.8665922468033285,0.01680535823016034,0.24057235640349098,0.004465191800284148,0.028516338542723767,0.03606657195047697,0.05843312360462756,0.2638522427440633,0.08887761315201949,0.039131317231581086,0.003511264461132535,0.009681347676070632,0.028577227521818547,2.029632636492795e-05,0.0014004465191800285,0.0019078546783032272,0.01629795007103714,0.028475745889993912,4927000.0,20948.0,1198.0392214902963,24.4,8967.14
11,Extremadura,2016-01-01,1.03950046253469,0.015356151711378354,0.28769657724329323,0.0038852913968547642,0.02904717853839038,0.03635522664199815,0.050416281221091576,0.3110083256244218,0.1393154486586494,0.055319148936170216,0.0036077705827937093,0.009158186864014801,0.034227567067530065,0.0,0.0011100832562442183,0.0020351526364477336,0.031082331174838114,0.02987974098057354,1081000.0,17117.0,1453.7031850679602,30.4,1967.42
12,Galicia,2016-01-01,1.1705492075193513,0.01474382602285293,0.3208625138223369,0.006192406929598231,0.030851455952819757,0.0861039439734611,0.061002580169554,0.3675267231846664,0.12709178031699225,0.0539255436785846,0.005344636933284188,0.006192406929598231,0.03380022115739034,0.0,0.0014375230372281607,0.0018429782528566162,0.0067453004054552155,0.04688536675267232,2713000.0,21482.0,1291.6907490969088,19.0,4964.79
13,Madrid,2016-01-01,0.6992397207137316,0.014026377036462374,0.20068269976726144,0.0030566330488750967,0.017455391776570985,0.029449185415050427,0.04048099301784329,0.17754848719937938,0.1013188518231187,0.032366175329712955,0.002948021722265322,0.0062063615205585725,0.020760279286268425,3.103180760279286e-05,0.001365399534522886,0.0018619084561675718,0.02636152055857254,0.023320403413498836,6445000.0,32840.0,1159.6506878986345,18.2,13727.85
14,Murcia,2016-01-01,0.740258855585831,0.011716621253405994,0.20197547683923706,0.003133514986376022,0.024659400544959128,0.027724795640326972,0.049659400544959126,0.21995912806539508,0.09346049046321526,0.03678474114441417,0.0027247956403269754,0.007425068119891008,0.025885558583106264,6.811989100817439e-05,0.0017029972752043597,0.002316076294277929,0.005517711171662125,0.025544959128065394,1468000.0,19997.0,1190.8626787791668,28.9,2583.68
15,Navarra,2016-01-01,0.8976489028213167,0.011912225705329153,0.2536050156739812,0.004388714733542319,0.03338557993730408,0.060815047021943576,0.07507836990595611,0.23683385579937305,0.0957680250783699,0.04357366771159875,0.0028213166144200625,0.015673981191222573,0.02037617554858934,0.0,0.0009404388714733542,0.0020376175548589342,0.0029780564263322882,0.03746081504702194,638000.0,29375.0,1550.5170309622486,9.0,1607.76
16,Euskadi,2016-01-01,0.9803233256351039,0.015565819861431872,0.29196304849884525,0.004572748267898384,0.026928406466512705,0.06521939953810624,0.0664203233256351,0.2644803695150116,0.09533487297921478,0.04327944572748268,0.002586605080831409,0.012471131639722863,0.02466512702078522,9.237875288683603e-05,0.0011085450346420324,0.0017090069284064666,0.027528868360277133,0.0363972286374134,2165000.0,31004.0,1616.0809092698653,9.0,4611.45
17,La Rioja,2016-01-01,0.9509615384615385,0.01346153846153846,0.27307692307692305,0.003205128205128205,0.02596153846153846,0.05705128205128204,0.07403846153846154,0.2798076923076923,0.09134615384615384,0.047115384615384615,0.001282051282051282,0.013141025641025641,0.025,0.0003205128205128205,0.0009615384615384616,0.001282051282051282,0.008974358974358975,0.03493589743589744,312000.0,25636.0,1169.6304785652633,11.9,555.36
0,NACIONAL,2015-01-01,0.9105106658047835,0.016304675716440422,0.2399935358758888,0.004369747899159664,0.030305968541262662,0.045966386554621846,0.05566688213747037,0.26760827407886234,0.11171730230553759,0.043869855634561514,0.0033678086619263093,0.008937728937728939,0.026220642102995045,3.2320620555914674e-05,0.0014522732169790994,0.0017280758457229046,0.020478345184227538,0.03249084249084249,46410000.0,23219.0,1176.8890815966688,22.1,85858.5
1,Andalucía,2015-01-01,0.8573588949749941,0.0172660157180281,0.20791855203619908,0.004227196951655156,0.029292688735413196,0.030197666110978804,0.049106930221481306,0.28010240533460345,0.10083353179328412,0.04517742319599905,0.0027387473207906646,0.008835437008811621,0.02420814479638009,1.1907597046915931e-05,0.0017266015718028103,0.0019052155275065493,0.02719695165515599,0.02661347939985711,8398000.0,17235.0,1007.0433258380192,35.7,12932.92
2,Aragón,2015-01-01,1.0854655563966693,0.016729750189250568,0.2815291445874338,0.0051476154428463285,0.04277062831188493,0.06139288417865254,0.06487509462528387,0.34307342922028766,0.11839515518546556,0.05246025738077214,0.0035579106737320216,0.01794095382286147,0.028917486752460256,0.0,0.0012869038607115821,0.0021953065859197578,0.009613928841786525,0.03557910673732021,1321000.0,24874.0,1206.5960254609063,14.4,2919.41
3,Asturias,2015-01-01,1.2978927203065134,0.017241379310344827,0.34511494252873565,0.004980842911877394,0.03582375478927203,0.08074712643678161,0.06465517241379311,0.42030651340996167,0.15488505747126435,0.059770114942528735,0.0047892720306513415,0.013793103448275862,0.03333333333333333,9.578544061302681e-05,0.0004789272030651341,0.002586206896551724,0.011398467432950192,0.047892720306513405,1044000.0,20471.0,1425.363541062636,16.7,2349.0
4,Baleares,2015-01-01,0.7371124889282551,0.02178919397697077,0.19468556244464127,0.002745792736935341,0.03392382639503986,0.029583702391496897,0.047209920283436665,0.21417183348095659,0.0821080602302923,0.031443755535872454,0.0018600531443755538,0.007705934455270151,0.02409211691762622,8.857395925597875e-05,0.00141718334809566,0.001328609388839681,0.011071744906997343,0.03188662533215235,1129000.0,25002.0,1171.6590868044998,21.7,2178.97
5,Canarias,2015-01-01,0.7103902209685002,0.013540197461212978,0.2007522331922896,0.003008932769158439,0.043676539727315465,0.026469205453690643,0.034649741419840153,0.1923836389280677,0.09186647860836859,0.03385049365303244,0.0034790785143394448,0.005265632346027269,0.020545369064409968,0.0,0.001222378937470616,0.0014574518100611191,0.009261871180065821,0.028960977903149977,2127000.0,19065.0,1238.568947542942,28.5,3892.41
6,Cantabria,2015-01-01,1.0361921097770155,0.012349914236706689,0.2993138936535163,0.002915951972555746,0.016295025728987993,0.08747855917667238,0.06226415094339623,0.28250428816466555,0.13636363636363638,0.05042881646655232,0.0013722126929674098,0.012349914236706689,0.01955403087478559,0.0,0.002058319039451115,0.0012006861063464836,0.01869639794168096,0.03104631217838765,583000.0,21122.0,1347.5868845571617,14.9,1002.76
7,Castilla y León,2015-01-01,1.1892045454545455,0.020454545454545454,0.3192775974025974,0.00689935064935065,0.04756493506493507,0.05393668831168831,0.06623376623376623,0.3540584415584416,0.15190746753246753,0.054910714285714285,0.006371753246753247,0.016883116883116885,0.03405032467532468,4.0584415584415584e-05,0.0010551948051948053,0.0016233766233766235,0.017694805194805194,0.03624188311688312,2464000.0,21603.0,1321.881253796785,18.3,4780.16
8,Castilla La Mancha,2015-01-01,0.9699610516066212,0.011148977604673808,0.2392405063291139,0.005306718597857838,0.03291139240506329,0.0501460564751704,0.05905550146056475,0.27210321324245373,0.13962999026290165,0.05253164556962025,0.004673807205452775,0.010077896786757546,0.033495618305744886,4.8685491723466414e-05,0.0011197663096397274,0.0015092502434274587,0.020545277507302822,0.03641674780915287,2054000.0,18069.0,1174.7330435691463,28.5,3676.66
9,Cataluña,2015-01-01,0.8770416441319632,0.013831800973499188,0.23546511627906977,0.004921579232017307,0.02489183342347215,0.061506219578150355,0.06579232017306652,0.24238777717685236,0.09583558680367767,0.04441590048674959,0.0025283937263385617,0.006206057328285559,0.025730124391563008,5.4083288263926445e-05,0.0012709572742022714,0.0016495402920497565,0.01133044889129259,0.03922390481341266,7396000.0,27630.0,1144.653265851351,13.9,14052.4
10,Valencia,2015-01-01,0.8994321638612857,0.019265868992090852,0.23561143784222266,0.003934293246805922,0.030014195903467857,0.041533157574528495,0.06248225512066517,0.27278442506590955,0.1044007300750355,0.0403569255729061,0.0033867369701886026,0.009207057392009733,0.028168728452646525,4.0559724193875484e-05,0.0012776313121070776,0.0015007097951733929,0.016670046643682823,0.028797404177651593,4931000.0,20301.0,1112.0155455774432,25.3,8777.18
