ID,Comunidad Autónoma,Año,Todas las causas,Enfermedades infecciosas y parasitarias,Tumores,Enfermedades de la sangre,Enfermedades endocrinas,Trastornos mentales y del comportamiento,Enfermedades del sistema nervioso,Enfermedades del sistema circulatorio,Enfermedades del sistema respiratorio,Enfermedades del sistema digestivo,Enfermedades de la piel,Enfermedades del sistema osteomuscular,Enfermedades del sistema genitourinario,"Embarazo, parto y puerperio",Afecciones periodo perinatal,Anomalías congénitas y cromosómicas,Síntomas no clasificados,Causas externas,Población,Renta
16,Euskadi,2017-01-01,0.9983387171204431,0.01762805722196585,0.2933087217351177,0.004660821412090448,0.0254730041532072,0.06552838024919244,0.06575911398246423,0.2657129672358099,0.10821412090447624,0.042455006922012,0.0022611905860636826,0.01439778495616059,0.02556529764651592,0.0,0.0009690816797415782,0.0026765113059529304,0.025657591139824642,0.03807106598984771,2167000,32167
17,La Rioja,2017-01-01,0.9782051282051282,0.01826923076923077,0.2621794871794872,0.004487179487179488,0.02852564102564102,0.0608974358974359,0.06634615384615385,0.3016025641025641,0.10544871794871795,0.04198717948717949,0.0038461538461538464,0.015064102564102564,0.022435897435897436,0.0,0.0009615384615384616,0.002243589743589744,0.008653846153846153,0.035256410256410256,312000,26528
18,Ceuta,2017-01-01,0.6588235294117647,0.02,0.17529411764705882,0.0023529411764705885,0.030588235294117645,0.02,0.03529411764705882,0.20705882352941174,0.06352941176470589,0.03294117647058824,0.0,0.0058823529411764705,0.023529411764705882,0.0,0.0023529411764705885,0.007058823529411764,0.011764705882352941,0.021176470588235297,85000,19537
19,Melilla,2017-01-01,0.5880952380952381,0.02142857142857143,0.15595238095238095,0.005952380952380952,0.028571428571428574,0.01904761904761905,0.03333333333333333,0.1380952380952381,0.07142857142857142,0.013095238095238096,0.0,0.008333333333333333,0.02023809523809524,0.0011904761904761906,0.0071428571428571435,0.004761904761904762,0.03333333333333333,0.02619047619047619,84000,17934
0,NACIONAL,2016-01-01,0.8840039613339361,0.015141337811363002,0.24314624642080562,0.004060367284548645,0.02734181575491399,0.045167818467566574,0.05433055609378027,0.2578699218497707,0.10078150229283729,0.0432646558591143,0.003278864991711339,0.009162737626213696,0.026207238046028977,3.229348317509527e-05,0.0013713965855023788,0.0018213524510753728,0.017294236689702685,0.03373161962582617,46449000,23979
1,Andalucía,2016-01-01,0.8238843270260621,0.015327859097941213,0.20987742472926338,0.0038200642627632987,0.025669403784362728,0.030251100797334285,0.04804236582173034,0.264631679162204,0.08681423301201951,0.04536475068427943,0.002820421278114959,0.009389503748661193,0.024336546471498275,2.3801023444008092e-05,0.0016541711293585626,0.001785076758300607,0.024824467452100436,0.029251457812685944,8403000,17659
2,Aragón,2016-01-01,1.0243920972644376,0.011930091185410335,0.29202127659574467,0.002887537993920973,0.022264437689969607,0.06071428571428571,0.06063829787234042,0.321048632218845,0.10463525835866261,0.05448328267477204,0.001899696048632219,0.020516717325227963,0.03145896656534954,0.0,0.0013677811550151975,0.002203647416413374,0.0033434650455927053,0.03297872340425532,1316000,25985
3,Asturias,2016-01-01,1.273288331726133,0.0171648987463838,0.3545805207328833,0.005785920925747348,0.03702989392478303,0.071648987463838,0.06335583413693346,0.4131147540983607,0.14001928640308584,0.05313404050144648,0.004050144648023144,0.015332690453230473,0.03288331726133076,9.643201542912246e-05,0.0005785920925747348,0.0023143683702989393,0.012246865959498554,0.049951783992285434,1037000,20920
4,Baleares,2016-01-01,0.694575678040245,0.01977252843394576,0.1941382327209099,0.0031496062992125984,0.026596675415573052,0.0347331583552056,0.0410323709536308,0.20061242344706914,0.06929133858267716,0.030446194225721784,0.0026246719160104987,0.007086614173228347,0.023359580052493438,0.0,0.002012248468941382,0.0013998250218722659,0.00857392825896763,0.02974628171478565,1143000,26093
5,Canarias,2016-01-01,0.7019140989729225,0.015966386554621848,0.20392156862745098,0.002380952380952381,0.0292250233426704,0.026143790849673207,0.03314659197012138,0.1980392156862745,0.08986928104575163,0.03258636788048553,0.003548085901027078,0.005695611577964519,0.02072829131652661,4.668534080298786e-05,0.0014005602240896359,0.0017273576097105508,0.009943977591036416,0.02754435107376284,2142000,19612
6,Cantabria,2016-01-01,1.0216867469879518,0.009810671256454389,0.3132530120481927,0.0018932874354561102,0.010154905335628227,0.10705679862306368,0.06265060240963856,0.2729776247848537,0.12220309810671255,0.04509466437177281,0.001549053356282272,0.01153184165232358,0.020137693631669538,0.0,0.0005163511187607573,0.002237521514629948,0.006368330464716007,0.0342512908777969,581000,21905
7,Castilla y León,2016-01-01,1.1635024549918167,0.021194762684124385,0.32148117839607204,0.00544189852700491,0.04382160392798691,0.04754500818330606,0.0647708674304419,0.33989361702127663,0.14390343698854338,0.05986088379705401,0.005932896890343699,0.015016366612111292,0.034697217675941076,0.0,0.000900163666121113,0.0018821603927986906,0.01648936170212766,0.04067103109656301,2444000,22408
8,Castilla La Mancha,2016-01-01,0.9370533529123837,0.010719530102790016,0.2429270680372002,0.005531081742535487,0.03269701419481155,0.047870778267254034,0.053744493392070485,0.25643661282427804,0.12971120900636318,0.050416054821341164,0.005824767498776309,0.011062163485070975,0.03225648556045032,4.894762604013706e-05,0.0009789525208027412,0.001566324033284386,0.018355359765051395,0.03690651003426334,2043000,18752
9,Cataluña,2016-01-01,0.8534115426105717,0.014064185544768067,0.23793149946062567,0.003950916936353829,0.02858683926645092,0.05860302049622437,0.06556094929881337,0.22796655879180153,0.08914509169363538,0.0409789644012945,0.002292340884573894,0.006593851132686084,0.024676375404530743,2.6968716289104636e-05,0.001267529665587918,0.0014563106796116505,0.010396440129449838,0.039913700107874865,7416000,28680
