ID,Comunidad Autónoma,Año,Todas las causas,Enfermedades infecciosas y parasitarias,Tumores,Enfermedades de la sangre,Enfermedades endocrinas,Trastornos mentales y del comportamiento,Enfermedades del sistema nervioso,Enfermedades del sistema circulatorio,Enfermedades del sistema respiratorio,Enfermedades del sistema digestivo,Enfermedades de la piel,Enfermedades del sistema osteomuscular,Enfermedades del sistema genitourinario,"Embarazo, parto y puerperio",Afecciones periodo perinatal,Anomalías congénitas y cromosómicas,Síntomas no clasificados,Causas externas,Población,Renta,Inversión,Tasa pobreza,Médicos especialistas
17,La Rioja,2013,2871.0,39.0,804.0,10.0,86.0,123.0,240.0,917.0,261.0,136.0,9.0,34.0,61.0,0.0,3.0,9.0,27.0,112.0,316000,23796,1090.1878030377748,19.3,1.65
0,NACIONAL,2012,402950.0,6520.0,110993.0,1555.0,12824.0,17145.0,22089.0,122097.0,47336.0,19797.0,1306.0,3766.0,11839.0,10.0,829.0,823.0,10017.0,14004.0,46766000,22048,1210.8936773952062,20.8,1.81
1,Andalucía,2012,68361.0,1091.0,17677.0,238.0,1950.0,2104.0,3452.0,22745.0,7816.0,3806.0,214.0,637.0,2059.0,1.0,177.0,165.0,1894.0,2335.0,8383000,16462,1124.4014572298724,28.3,1.54
2,Aragón,2012,13724.0,189.0,3735.0,59.0,478.0,647.0,678.0,4265.0,1530.0,682.0,42.0,272.0,378.0,0.0,20.0,18.0,345.0,386.0,1340000,23840,1381.7019923806163,14.5,2.18
3,Asturias,2012,13151.0,167.0,3740.0,40.0,424.0,694.0,657.0,4186.0,1481.0,571.0,40.0,103.0,372.0,0.0,20.0,20.0,129.0,507.0,1070000,19954,1444.3640423684437,13,2.18
4,Baleares,2012,8068.0,131.0,2179.0,26.0,248.0,353.0,426.0,2447.0,893.0,377.0,29.0,75.0,302.0,1.0,19.0,9.0,225.0,328.0,1104000,23525,1110.6245536829,19.9,1.86
5,Canarias,2012,14081.0,267.0,4287.0,60.0,1315.0,553.0,644.0,3468.0,1479.0,618.0,61.0,103.0,403.0,1.0,26.0,38.0,186.0,572.0,2092000,18733,1249.2990998111484,33.6,1.72
6,Cantabria,2012,5812.0,128.0,1724.0,31.0,96.0,348.0,295.0,1696.0,610.0,227.0,23.0,34.0,166.0,0.0,10.0,9.0,132.0,283.0,591000,20585,1272.305696155632,17.7,1.69
7,Castilla y León,2012,28259.0,439.0,8066.0,103.0,1095.0,1054.0,1381.0,8532.0,3520.0,1374.0,106.0,342.0,742.0,1.0,32.0,43.0,517.0,912.0,2527000,20922,1351.5881636648116,15.9,1.89
8,Castilla La Mancha,2012,19051.0,219.0,4889.0,71.0,762.0,798.0,996.0,5641.0,2666.0,980.0,78.0,176.0,580.0,0.0,34.0,32.0,340.0,789.0,2099000,17572,1237.7933470337327,30,1.77
9,Cataluña,2012,62977.0,1138.0,17252.0,311.0,1907.0,3789.0,4411.0,18034.0,6861.0,3053.0,143.0,771.0,1602.0,0.0,118.0,142.0,983.0,2462.0,7496000,25806,1165.7885843141253,15.8,1.83
10,Valencia,2012,42303.0,660.0,11424.0,203.0,1417.0,1853.0,2609.0,13608.0,4476.0,1949.0,157.0,336.0,1453.0,3.0,70.0,81.0,643.0,1361.0,4999000,19038,1096.3817328121322,25,1.67
11,Extremadura,2012,11347.0,197.0,3197.0,43.0,319.0,323.0,478.0,3500.0,1524.0,572.0,29.0,112.0,327.0,0.0,9.0,15.0,388.0,314.0,1102000,15485,1370.434443910151,29.4,1.78
12,Galicia,2012,30871.0,408.0,8442.0,72.0,498.0,1770.0,1407.0,10287.0,3534.0,1518.0,140.0,175.0,916.0,1.0,27.0,38.0,568.0,1070.0,2765000,19514,1273.821885875456,18.3,1.79
13,Madrid,2012,42799.0,803.0,12717.0,140.0,1026.0,974.0,2195.0,10929.0,6429.0,1978.0,122.0,228.0,1353.0,1.0,162.0,105.0,2726.0,911.0,6426000,30349,1116.2424858021677,14.2,2.02
14,Murcia,2012,10680.0,184.0,2658.0,30.0,344.0,316.0,605.0,3407.0,1441.0,546.0,29.0,68.0,463.0,0.0,54.0,33.0,126.0,376.0,1461000,18141,1233.6611956380225,25.2,1.77
15,Navarra,2012,5376.0,62.0,1557.0,20.0,132.0,208.0,371.0,1556.0,639.0,298.0,16.0,77.0,154.0,0.0,5.0,12.0,55.0,214.0,639000,27030,1429.0245839319687,7,2.28
16,Euskadi,2012,20281.0,332.0,6148.0,81.0,642.0,1201.0,1212.0,5736.0,1918.0,956.0,59.0,197.0,449.0,0.0,27.0,40.0,569.0,714.0,2180000,28697,1597.361884216008,13.3,2.13
17,La Rioja,2012,3023.0,39.0,887.0,11.0,78.0,147.0,211.0,952.0,282.0,139.0,9.0,36.0,76.0,0.0,6.0,9.0,35.0,106.0,320000,23857,1140.6327128516725,16.8,1.7
0,NACIONAL,2011,387911.0,6398.0,109341.0,1528.0,12789.0,15276.0,20254.0,118327.0,42243.0,19576.0,1169.0,3387.0,11011.0,14.0,833.0,920.0,10612.0,14233.0,46736000,22761,1233.3772738604255,20.6,1.81
1,Andalucía,2011,65702.0,1116.0,17022.0,241.0,1740.0,1962.0,3250.0,22304.0,6996.0,3692.0,195.0,621.0,1947.0,4.0,192.0,185.0,1919.0,2316.0,8352000,17167,1125.6593066491696,30.7,1.55
2,Aragón,2011,13553.0,172.0,3781.0,56.0,507.0,609.0,709.0,4232.0,1353.0,692.0,40.0,244.0,404.0,1.0,37.0,31.0,312.0,373.0,1344000,24819,1375.45254704433,15.5,2.18
3,Asturias,2011,12678.0,159.0,3735.0,35.0,459.0,646.0,590.0,4043.0,1254.0,614.0,44.0,125.0,326.0,0.0,23.0,29.0,116.0,480.0,1075000,20812,1442.2520556132192,14.1,2.21
4,Baleares,2011,7668.0,115.0,2079.0,33.0,239.0,353.0,394.0,2333.0,747.0,441.0,27.0,82.0,277.0,1.0,24.0,12.0,191.0,320.0,1095000,24098,1077.5819064993525,21,1.83
5,Canarias,2011,13565.0,216.0,4101.0,66.0,1408.0,498.0,607.0,3371.0,1302.0,616.0,36.0,110.0,376.0,0.0,33.0,51.0,278.0,496.0,2074000,19574,1230.5452154744078,30.1,1.73
6,Cantabria,2011,5606.0,156.0,1645.0,19.0,62.0,281.0,260.0,1724.0,564.0,258.0,21.0,39.0,159.0,0.0,4.0,10.0,173.0,231.0,591000,21338,1234.407629112649,16.7,1.71
7,Castilla y León,2011,27075.0,424.0,7846.0,118.0,1016.0,886.0,1270.0,8288.0,3072.0,1386.0,95.0,316.0,781.0,1.0,46.0,34.0,495.0,1001.0,2541000,21475,1360.0061578094037,17.6,1.85
8,Castilla La Mancha,2011,18053.0,283.0,4912.0,60.0,714.0,740.0,863.0,5443.0,2219.0,919.0,69.0,179.0,527.0,3.0,26.0,35.0,354.0,707.0,2103000,18190,1340.6479243928334,29.4,1.89
9,Cataluña,2011,60188.0,1091.0,17258.0,319.0,2196.0,3209.0,3844.0,16807.0,6122.0,2916.0,123.0,354.0,1520.0,1.0,120.0,149.0,1292.0,2867.0,7504000,26507,1227.886485586928,14.2,1.83
10,Valencia,2011,40788.0,632.0,11486.0,198.0,1357.0,1628.0,2280.0,13191.0,4156.0,2068.0,150.0,336.0,1278.0,1.0,80.0,93.0,611.0,1243.0,5002000,19933,1103.233869269026,22,1.64
11,Extremadura,2011,10584.0,149.0,2986.0,41.0,363.0,287.0,512.0,3350.0,1232.0,554.0,23.0,107.0,296.0,1.0,27.0,24.0,354.0,278.0,1103000,16074,1426.192613729911,31.7,1.65
12,Galicia,2011,29879.0,406.0,8314.0,68.0,519.0,1578.0,1394.0,9686.0,3259.0,1437.0,98.0,218.0,812.0,0.0,31.0,46.0,936.0,1077.0,2771000,20121,1279.0449583001791,16.1,1.8
13,Madrid,2011,41614.0,781.0,12338.0,141.0,1031.0,852.0,1911.0,11110.0,5906.0,1943.0,126.0,253.0,1280.0,0.0,91.0,111.0,2720.0,1020.0,6409000,30966,1115.7512009090403,14,1.98
14,Murcia,2011,10197.0,192.0,2764.0,34.0,290.0,311.0,528.0,3218.0,1225.0,533.0,45.0,73.0,376.0,1.0,38.0,27.0,106.0,436.0,1461000,18641,1386.8043203192997,25.8,1.79
15,Navarra,2011,5158.0,75.0,1549.0,11.0,111.0,195.0,323.0,1547.0,577.0,282.0,15.0,61.0,142.0,0.0,3.0,11.0,39.0,217.0,638000,28097,1525.5507735067445,8.1,2.35
16,Euskadi,2011,19832.0,328.0,6260.0,60.0,612.0,1091.0,1208.0,5658.0,1763.0,944.0,51.0,213.0,395.0,0.0,34.0,45.0,491.0,679.0,2184000,29364,1606.0530243649953,13.8,2.11
17,La Rioja,2011,2885.0,32.0,844.0,12.0,80.0,123.0,246.0,907.0,255.0,135.0,7.0,41.0,53.0,0.0,7.0,8.0,30.0,105.0,321000,24630,1204.428761082758,20.6,1.65
0,NACIONAL,2010,382047.0,6489.0,107220.0,1519.0,12598.0,14821.0,19285.0,119128.0,40266.0,19097.0,1144.0,3327.0,10493.0,20.0,831.0,971.0,10772.0,14066.0,46562000,23038,1290.0057052054924,20.7,1.79
1,Andalucía,2010,64471.0,1025.0,16642.0,214.0,2194.0,1932.0,2928.0,22120.0,6418.0,3756.0,167.0,550.0,1764.0,4.0,199.0,219.0,2013.0,2326.0,8302000,17434,1187.4528684949673,28.3,1.56
2,Aragón,2010,13194.0,201.0,3655.0,47.0,404.0,581.0,660.0,4093.0,1329.0,668.0,30.0,219.0,414.0,0.0,16.0,36.0,375.0,466.0,1343000,25173,1419.1766418658908,14.2,2.14
3,Asturias,2010,12725.0,169.0,3680.0,58.0,401.0,674.0,619.0,4211.0,1212.0,599.0,37.0,119.0,298.0,0.0,14.0,24.0,99.0,511.0,1076000,21125,1522.5664228436995,11.5,2.17
4,Baleares,2010,7683.0,112.0,2129.0,38.0,221.0,356.0,443.0,2451.0,627.0,387.0,30.0,87.0,258.0,0.0,23.0,17.0,186.0,318.0,1087000,24397,1085.5100473636367,22.7,1.84
5,Canarias,2010,12801.0,229.0,3995.0,69.0,1135.0,508.0,583.0,3339.0,1106.0,533.0,30.0,112.0,331.0,1.0,36.0,38.0,202.0,554.0,2053000,19878,1396.955487894089,29.7,1.71
6,Cantabria,2010,5466.0,110.0,1603.0,10.0,76.0,255.0,243.0,1757.0,552.0,236.0,31.0,50.0,137.0,1.0,11.0,7.0,178.0,209.0,589000,21772,1352.4238666921647,20.1,1.7
7,Castilla y León,2010,27097.0,487.0,7959.0,108.0,911.0,851.0,1142.0,8440.0,2929.0,1415.0,124.0,328.0,831.0,1.0,27.0,47.0,526.0,971.0,2545000,21596,1381.2616450275223,19.5,1.83
8,Castilla La Mancha,2010,17457.0,268.0,4572.0,66.0,617.0,695.0,845.0,5475.0,2154.0,921.0,86.0,182.0,478.0,0.0,34.0,42.0,334.0,688.0,2090000,18515,1400.1166005163757,28.3,1.89
9,Cataluña,2010,59700.0,1139.0,17218.0,325.0,2328.0,3123.0,3761.0,17087.0,5919.0,2835.0,89.0,353.0,1338.0,4.0,117.0,139.0,1258.0,2667.0,7477000,26976,1324.8906324144416,14.7,1.83
10,Valencia,2010,40129.0,658.0,10967.0,174.0,1250.0,1664.0,2203.0,13500.0,3888.0,1956.0,160.0,356.0,1221.0,2.0,102.0,98.0,567.0,1363.0,4988000,20285,1146.4284264451292,22.7,1.65
11,Extremadura,2010,10816.0,190.0,3023.0,41.0,293.0,272.0,449.0,3441.0,1254.0,605.0,37.0,129.0,336.0,0.0,28.0,18.0,408.0,292.0,1100000,16480,1540.790760966806,35.7,1.77
12,Galicia,2010,29749.0,436.0,8112.0,77.0,636.0,1339.0,1316.0,9837.0,3477.0,1298.0,100.0,204.0,760.0,1.0,29.0,41.0,1002.0,1084.0,2771000,20481,1344.9492912502853,18.1,1.8
13,Madrid,2010,40828.0,812.0,12278.0,128.0,837.0,884.0,1806.0,10949.0,5512.0,1945.0,113.0,269.0,1291.0,3.0,110.0,143.0,2778.0,970.0,6384000,30879,1111.0373728621119,14.4,1.89
14,Murcia,2010,9976.0,167.0,2735.0,38.0,305.0,276.0,569.0,3231.0,1135.0,507.0,31.0,60.0,386.0,0.0,35.0,30.0,111.0,360.0,1456000,19164,1365.5089139900467,29.8,1.74
15,Navarra,2010,4981.0,85.0,1404.0,21.0,162.0,153.0,321.0,1510.0,577.0,280.0,22.0,69.0,107.0,0.0,3.0,6.0,66.0,195.0,635000,28306,1558.8216990948004,10.7,2.55
16,Euskadi,2010,19363.0,294.0,6015.0,88.0,655.0,1100.0,1133.0,5678.0,1691.0,897.0,44.0,192.0,414.0,1.0,30.0,42.0,459.0,630.0,2181000,29655,1665.623246676489,11.7,2.03
17,La Rioja,2010,2855.0,33.0,813.0,9.0,75.0,124.0,206.0,967.0,231.0,132.0,8.0,34.0,67.0,1.0,2.0,7.0,34.0,112.0,319000,24938,1286.1985489666436,21.2,1.63
0,NACIONAL,2009,384933.0,6843.0,105132.0,1468.0,12462.0,14456.0,18780.0,120057.0,43282.0,19557.0,1197.0,3461.0,10850.0,17.0,900.0,889.0,11086.0,14496.0,46367000,23062,1278.1725838626965,20.4,1.81
1,Andalucía,2009,64730.0,1119.0,16397.0,194.0,2069.0,1815.0,2907.0,22275.0,6828.0,3861.0,197.0,507.0,1732.0,7.0,229.0,216.0,1898.0,2479.0,8244000,17573,1196.463717285802,28.8,1.43
2,Aragón,2009,13268.0,191.0,3626.0,50.0,515.0,519.0,640.0,3946.0,1386.0,734.0,36.0,204.0,463.0,2.0,30.0,20.0,424.0,482.0,1344000,24965,1399.5652817005084,11.3,2.2
3,Asturias,2009,12759.0,147.0,3563.0,49.0,388.0,673.0,621.0,4290.0,1287.0,649.0,32.0,130.0,308.0,0.0,20.0,14.0,133.0,455.0,1076000,20941,1448.5471253702171,13,2.1
4,Baleares,2009,7794.0,116.0,2090.0,40.0,232.0,341.0,447.0,2563.0,683.0,414.0,21.0,81.0,226.0,0.0,25.0,16.0,188.0,311.0,1078000,24561,1175.0778887284057,18.1,1.82
5,Canarias,2009,12896.0,298.0,3689.0,43.0,1021.0,464.0,552.0,3591.0,1245.0,593.0,60.0,83.0,304.0,0.0,37.0,42.0,295.0,579.0,2034000,19810,1446.5058269427984,30.4,1.64
6,Cantabria,2009,5513.0,137.0,1552.0,8.0,158.0,226.0,199.0,1651.0,688.0,252.0,31.0,55.0,171.0,0.0,8.0,3.0,177.0,197.0,586000,21795,1357.3366333747106,13.9,1.8
7,Castilla y León,2009,27148.0,524.0,7749.0,128.0,770.0,925.0,1200.0,8512.0,3104.0,1344.0,106.0,325.0,799.0,0.0,21.0,37.0,618.0,986.0,2547000,21509,1337.1976363639674,18.8,1.79
8,Castilla La Mancha,2009,17771.0,307.0,4581.0,77.0,626.0,603.0,797.0,5390.0,2382.0,865.0,54.0,207.0,470.0,2.0,29.0,30.0,676.0,675.0,2075000,18586,1380.436011366293,24.8,2
9,Cataluña,2009,60261.0,1084.0,16567.0,292.0,2176.0,3124.0,3646.0,17499.0,6225.0,2793.0,131.0,573.0,1821.0,2.0,141.0,125.0,1558.0,2504.0,7447000,26874,1269.2090281345131,15.2,2.17
10,Valencia,2009,40085.0,715.0,10788.0,164.0,1455.0,1606.0,2188.0,13091.0,4194.0,1910.0,158.0,377.0,1190.0,2.0,100.0,92.0,699.0,1356.0,4984000,20352,1136.202461323413,20.9,1.64
11,Extremadura,2009,10748.0,202.0,2901.0,28.0,295.0,281.0,429.0,3413.0,1328.0,560.0,38.0,112.0,321.0,0.0,22.0,20.0,510.0,288.0,1097000,16251,1569.098887508304,30.9,1.7
12,Galicia,2009,30180.0,498.0,8107.0,66.0,717.0,1325.0,1249.0,9799.0,3642.0,1377.0,107.0,193.0,751.0,0.0,33.0,39.0,1020.0,1257.0,2769000,20333,1361.2118803859144,20.6,1.84
13,Madrid,2009,41268.0,801.0,12206.0,157.0,844.0,886.0,1708.0,11453.0,6111.0,2172.0,127.0,268.0,1243.0,2.0,95.0,120.0,1914.0,1161.0,6354000,31220,1125.6202355166897,15.9,1.92
14,Murcia,2009,10331.0,206.0,2668.0,31.0,319.0,289.0,527.0,3408.0,1246.0,530.0,34.0,74.0,389.0,0.0,32.0,41.0,145.0,392.0,1448000,19103,1285.6749280567428,29.1,1.63
15,Navarra,2009,5147.0,61.0,1499.0,22.0,147.0,175.0,310.0,1518.0,599.0,272.0,31.0,63.0,135.0,0.0,6.0,15.0,55.0,239.0,630000,28402,1445.8323773295285,7.8,2.39
16,Euskadi,2009,19614.0,333.0,5948.0,91.0,556.0,1082.0,1114.0,5798.0,1840.0,937.0,28.0,170.0,421.0,0.0,38.0,30.0,558.0,670.0,2177000,29364,1631.2361572920959,10,1.71
17,La Rioja,2009,2745.0,41.0,780.0,12.0,78.0,98.0,184.0,879.0,278.0,147.0,3.0,22.0,54.0,0.0,10.0,8.0,40.0,111.0,319000,24682,1256.9110871827656,17.2,1.71
0,NACIONAL,2008,386324.0,7712.0,104054.0,1342.0,12337.0,13040.0,17496.0,122793.0,44200.0,19476.0,1211.0,3404.0,10579.0,24.0,944.0,924.0,11499.0,15289.0,45983000,24129,1241.554904659612,20.8,1.76
1,Andalucía,2008,65583.0,1253.0,16399.0,171.0,2048.0,1630.0,2699.0,22904.0,6957.0,3865.0,213.0,526.0,1736.0,10.0,222.0,225.0,2096.0,2629.0,8168000,18513,1178.2188924979116,29.5,1.43
2,Aragón,2008,13398.0,240.0,3478.0,50.0,452.0,514.0,603.0,4273.0,1321.0,734.0,43.0,238.0,440.0,1.0,18.0,17.0,504.0,472.0,1336000,26296,1317.9344447807518,15.4,2.18
3,Asturias,2008,12741.0,195.0,3611.0,39.0,387.0,632.0,562.0,4262.0,1372.0,581.0,43.0,122.0,283.0,0.0,18.0,26.0,149.0,459.0,1074000,22201,1277.5747888601684,13.1,2.08
4,Baleares,2008,7488.0,149.0,2031.0,24.0,245.0,284.0,352.0,2442.0,696.0,384.0,14.0,67.0,252.0,2.0,27.0,20.0,181.0,318.0,1057000,26077,1148.0989286788663,14.4,1.86
5,Canarias,2008,13462.0,335.0,3800.0,49.0,1096.0,415.0,478.0,3843.0,1265.0,615.0,45.0,102.0,303.0,1.0,42.0,40.0,280.0,753.0,2010000,21049,1407.429070956434,27.9,1.62
6,Cantabria,2008,5522.0,136.0,1545.0,27.0,180.0,236.0,239.0,1601.0,753.0,230.0,31.0,52.0,109.0,0.0,13.0,6.0,167.0,197.0,581000,22818,1307.5058387826998,11.2,1.81
7,Castilla y León,2008,27392.0,653.0,7655.0,92.0,851.0,786.0,1181.0,8561.0,3048.0,1411.0,115.0,312.0,851.0,1.0,32.0,46.0,788.0,1009.0,2546000,22242,1311.491219647914,23.6,1.67
8,Castilla La Mancha,2008,18167.0,381.0,4557.0,64.0,697.0,550.0,751.0,5733.0,2409.0,892.0,62.0,210.0,491.0,0.0,35.0,48.0,598.0,689.0,2050000,19471,1296.4608233024348,29.5,1.76
9,Cataluña,2008,60110.0,1182.0,16545.0,269.0,2086.0,2998.0,3499.0,17794.0,6169.0,2795.0,131.0,565.0,1641.0,3.0,137.0,155.0,1609.0,2532.0,7377000,28157,1252.831695846215,13.4,2.13
10,Valencia,2008,40059.0,837.0,10619.0,159.0,1360.0,1371.0,1996.0,13241.0,4209.0,2051.0,161.0,325.0,1145.0,2.0,124.0,90.0,915.0,1454.0,4959000,21677,1107.0436326537758,22.3,1.59
11,Extremadura,2008,10441.0,219.0,2782.0,21.0,318.0,254.0,385.0,3448.0,1188.0,502.0,22.0,97.0,297.0,1.0,29.0,21.0,577.0,280.0,1091000,16720,1468.2844057902662,37.9,1.69
12,Galicia,2008,29629.0,528.0,7881.0,73.0,687.0,1146.0,1124.0,10095.0,3690.0,1319.0,93.0,185.0,670.0,0.0,42.0,39.0,861.0,1196.0,2760000,21145,1320.9826152274352,21.2,1.77
13,Madrid,2008,41270.0,824.0,11982.0,134.0,774.0,800.0,1544.0,11729.0,6654.0,1999.0,120.0,254.0,1274.0,0.0,93.0,95.0,1681.0,1313.0,6283000,32025,1116.8659574080343,15,1.9
14,Murcia,2008,10399.0,195.0,2676.0,32.0,317.0,210.0,475.0,3461.0,1274.0,517.0,43.0,98.0,407.0,2.0,44.0,24.0,176.0,448.0,1431000,20327,1243.7131499493626,26,1.56
15,Navarra,2008,5292.0,81.0,1433.0,23.0,147.0,173.0,309.0,1592.0,676.0,295.0,27.0,47.0,134.0,0.0,3.0,14.0,106.0,232.0,622000,29772,1415.9759570022716,5.9,2.27
16,Euskadi,2008,19433.0,382.0,5810.0,92.0,542.0,931.0,1049.0,5686.0,1942.0,978.0,36.0,163.0,448.0,0.0,33.0,36.0,597.0,708.0,2166000,30819,1513.3015786247547,10.4,1.63
17,La Rioja,2008,2860.0,33.0,772.0,8.0,83.0,80.0,188.0,939.0,324.0,155.0,7.0,21.0,50.0,1.0,13.0,6.0,57.0,123.0,318000,25898,1265.3030946124493,21.4,1.76
0,NACIONAL,2007,385361.0,7782.0,103329.0,1289.0,12237.0,12310.0,16723.0,124126.0,44029.0,19650.0,1186.0,3384.0,10170.0,13.0,969.0,890.0,11358.0,15916.0,45236000,23776,1172.2007052728493,19.7,1.7
1,Andalucía,2007,65224.0,1242.0,16113.0,183.0,2080.0,1507.0,2550.0,23387.0,7116.0,3632.0,199.0,525.0,1566.0,2.0,248.0,203.0,2133.0,2538.0,8052000,18382,1093.1552365005057,27.9,1.4
2,Aragón,2007,13280.0,205.0,3591.0,52.0,431.0,406.0,593.0,4297.0,1357.0,686.0,35.0,224.0,422.0,1.0,30.0,25.0,448.0,477.0,1309000,25855,1263.9638846354437,17.3,2.1
3,Asturias,2007,12667.0,192.0,3434.0,42.0,393.0,631.0,520.0,4314.0,1394.0,599.0,38.0,104.0,308.0,1.0,30.0,27.0,143.0,497.0,1068000,21634,1256.6259939877903,11.2,2.05
4,Baleares,2007,7233.0,144.0,2015.0,40.0,227.0,222.0,305.0,2350.0,727.0,369.0,15.0,68.0,210.0,0.0,20.0,7.0,159.0,355.0,1025000,25811,1081.0787087278836,15.7,1.89
5,Canarias,2007,13142.0,323.0,3588.0,37.0,1110.0,353.0,469.0,3954.0,1180.0,568.0,66.0,95.0,278.0,0.0,49.0,49.0,313.0,710.0,1968000,21050,1296.1228695816403,27.5,1.62
6,Cantabria,2007,5615.0,135.0,1549.0,17.0,147.0,181.0,189.0,1748.0,699.0,281.0,24.0,48.0,143.0,0.0,7.0,9.0,226.0,212.0,572000,22390,1269.5237020378245,11.9,1.83
7,Castilla y León,2007,27353.0,662.0,7862.0,116.0,808.0,737.0,1126.0,8678.0,3096.0,1343.0,102.0,311.0,810.0,0.0,30.0,52.0,560.0,1060.0,2528000,21938,1212.319136461942,23.3,1.66
8,Castilla La Mancha,2007,18146.0,325.0,4638.0,50.0,680.0,563.0,744.0,5718.0,2335.0,938.0,60.0,227.0,501.0,0.0,48.0,39.0,563.0,717.0,2003000,19154,1220.7182096947129,28.6,1.64
9,Cataluña,2007,60005.0,1216.0,16431.0,245.0,1973.0,2899.0,3381.0,18003.0,6284.0,2934.0,120.0,548.0,1636.0,4.0,116.0,108.0,1546.0,2561.0,7232000,27983,1214.2481914306777,13.8,2.05
10,Valencia,2007,39971.0,835.0,10348.0,156.0,1388.0,1360.0,1841.0,13445.0,4237.0,2051.0,153.0,335.0,1093.0,1.0,108.0,90.0,938.0,1592.0,4867000,21462,1060.047969711687,17.4,1.55
11,Extremadura,2007,10759.0,223.0,2832.0,26.0,340.0,263.0,400.0,3520.0,1313.0,556.0,31.0,111.0,286.0,0.0,16.0,21.0,506.0,315.0,1085000,16177,1349.292932691231,40.2,1.66
12,Galicia,2007,30159.0,634.0,8045.0,53.0,652.0,974.0,1072.0,10242.0,3739.0,1376.0,119.0,200.0,652.0,1.0,47.0,30.0,930.0,1393.0,2747000,20425,1236.0550356884585,19.4,1.7
13,Madrid,2007,41393.0,853.0,11875.0,135.0,816.0,864.0,1613.0,11733.0,6292.0,2185.0,131.0,274.0,1231.0,2.0,95.0,117.0,1782.0,1395.0,6152000,31490,1070.0357661964774,12.8,1.73
14,Murcia,2007,10072.0,177.0,2479.0,27.0,273.0,214.0,420.0,3410.0,1254.0,559.0,27.0,61.0,399.0,0.0,39.0,42.0,178.0,513.0,1404000,19920,1133.854346441165,26.9,1.56
15,Navarra,2007,5163.0,95.0,1478.0,10.0,162.0,159.0,287.0,1509.0,655.0,269.0,21.0,52.0,118.0,0.0,5.0,13.0,105.0,225.0,609000,29136,1339.1314004962683,5.3,2.22
16,Euskadi,2007,19251.0,395.0,5812.0,70.0,598.0,875.0,976.0,5708.0,1855.0,988.0,33.0,151.0,398.0,1.0,59.0,36.0,564.0,732.0,2151000,29883,1365.376355009344,12.5,1.54
17,La Rioja,2007,2846.0,42.0,787.0,16.0,84.0,72.0,172.0,944.0,275.0,154.0,5.0,35.0,50.0,0.0,6.0,5.0,76.0,123.0,312000,25438,1339.9107952790966,20.1,1.67
